Date,Open,High,Low,Close,Adj Close,Volume
2023-07-28,85.500000,87.550003,85.400002,87.339996,85.536964,11617700
2023-07-31,87.449997,88.690002,87.220001,87.930000,86.114784,10177400
2023-08-01,87.150002,88.209999,87.070000,87.970001,86.153961,6780400
2023-08-02,87.500000,87.919998,85.269997,85.459999,83.695770,8610900
2023-08-03,85.529999,85.760002,84.360001,84.669998,82.922089,7947300
2023-08-04,85.050003,85.199997,84.339996,84.550003,82.804558,5572300
2023-08-07,84.750000,85.769997,84.709999,85.470001,83.705574,6740900
2023-08-08,85.010002,86.430000,84.660004,86.209999,84.430298,7220000
2023-08-09,86.080002,87.910004,85.970001,87.769997,85.958084,8802600
2023-08-10,87.320000,88.070000,86.099998,86.220001,84.440086,5359700
2023-08-11,85.919998,86.870003,85.900002,86.839996,85.047287,3778800
2023-08-14,86.839996,87.110001,86.230003,86.440002,84.655548,3521800
2023-08-15,86.120003,86.230003,85.589996,85.660004,83.891647,4174900
2023-08-16,85.540001,85.790001,85.089996,85.139999,83.382385,4207700
2023-08-17,84.959999,85.720001,84.529999,85.150002,83.974098,5090700
2023-08-18,84.639999,86.230003,84.620003,85.800003,84.615120,8147900
2023-08-21,85.620003,86.010002,85.220001,85.519997,84.338982,4494800
2023-08-22,85.820000,85.820000,85.059998,85.330002,84.151611,3925000
2023-08-23,85.550003,86.150002,85.300003,86.040001,84.851807,4462000
2023-08-24,85.500000,86.160004,85.150002,85.150002,83.974098,3905800
2023-08-25,85.510002,85.730003,84.650002,84.690002,83.520454,4737600
2023-08-28,84.839996,86.050003,84.809998,85.739998,84.555946,4834600
2023-08-29,85.760002,86.139999,85.269997,85.349998,84.171333,5130900
2023-08-30,85.639999,86.730003,85.550003,86.430000,85.236420,4469800
2023-08-31,86.699997,87.019997,86.029999,86.040001,84.851807,4914500
2023-09-01,86.610001,86.690002,85.889999,86.279999,85.088493,2583000
2023-09-05,86.250000,86.300003,85.019997,85.050003,83.875473,4973800
2023-09-06,84.870003,84.970001,83.250000,83.510002,82.356743,7528800
2023-09-07,83.809998,84.410004,83.699997,84.330002,83.165421,6376700
2023-09-08,84.330002,84.400002,82.940002,83.480003,82.327156,5984000
2023-09-11,80.199997,80.500000,75.989998,76.900002,75.838028,24520700
2023-09-12,74.699997,75.709999,73.660004,75.559998,74.516525,17931800
2023-09-13,75.559998,76.660004,75.459999,75.559998,74.516525,11613000
2023-09-14,73.680000,75.639999,73.620003,75.500000,74.457359,15600400
2023-09-15,75.099998,76.400002,75.080002,75.800003,74.753220,16047300
2023-09-18,75.910004,76.510002,75.120003,75.180000,74.141785,9847200
2023-09-19,74.980003,75.430000,74.419998,75.080002,74.043167,11389300
2023-09-20,75.949997,76.160004,74.379997,74.430000,73.402138,10817900
2023-09-21,74.279999,74.449997,72.440002,72.639999,71.636856,12456600
2023-09-22,72.610001,72.690002,71.430000,71.580002,70.591499,9673000
2023-09-25,71.300003,72.099998,71.019997,72.050003,71.055008,10430100
2023-09-26,71.430000,72.419998,71.320000,72.260002,71.262100,10323600
2023-09-27,72.750000,73.330002,72.449997,72.879997,71.873543,9391800
2023-09-28,72.220001,73.080002,71.949997,72.000000,71.005699,8490600
2023-09-29,72.300003,72.519997,71.559998,71.970001,70.976105,6363700
2023-10-02,71.739998,71.940002,70.900002,71.339996,70.354805,6791300
2023-10-03,71.410004,72.250000,70.440002,70.580002,69.605309,8175800
2023-10-04,70.129997,70.209999,69.220001,70.120003,69.151657,10264000
2023-10-05,70.059998,70.370003,69.260002,69.379997,68.421875,7402600
2023-10-06,69.099998,70.389999,68.559998,69.769997,68.806480,8539600
2023-10-09,72.750000,73.250000,71.820000,72.989998,71.982018,13726200
2023-10-10,73.459999,73.660004,72.650002,73.349998,72.337051,10633900
2023-10-11,73.330002,73.330002,72.620003,73.309998,72.297600,7349800
2023-10-12,73.410004,73.550003,72.290001,73.300003,72.287743,6921300
2023-10-13,73.930000,74.400002,73.099998,73.250000,72.238434,8661900
2023-10-16,73.639999,74.099998,72.589996,73.980003,72.958359,6299700
2023-10-17,73.750000,74.919998,73.349998,73.889999,72.869591,8035100
2023-10-18,74.010002,74.900002,73.919998,74.239998,73.214752,7791000
2023-10-19,73.980003,74.849998,73.849998,73.889999,72.869591,7421400
2023-10-20,74.089996,74.150002,72.480003,72.550003,71.548103,7993000
2023-10-23,72.580002,74.010002,72.519997,73.129997,72.120087,8357200
2023-10-24,78.750000,78.800003,76.959999,78.379997,77.297585,25548200
2023-10-25,79.349998,79.349998,77.769997,78.410004,77.327179,22157600
2023-10-26,78.000000,79.830002,77.910004,79.150002,78.056953,33222400
2023-10-27,78.529999,79.769997,78.419998,79.160004,78.066826,21946800
2023-10-30,79.070000,79.800003,77.769997,78.570000,77.484962,23380600
2023-10-31,78.849998,81.550003,78.730003,81.389999,80.266022,18663800
2023-11-01,82.000000,82.800003,81.330002,82.150002,81.015526,20200200
2023-11-02,82.349998,83.199997,82.230003,82.779999,81.636826,15755700
2023-11-03,83.169998,83.860001,82.669998,82.720001,81.577652,21268600
2023-11-06,82.699997,82.949997,82.059998,82.400002,81.262070,5950700
2023-11-07,82.400002,82.690002,82.129997,82.669998,81.528343,6352900
2023-11-08,82.849998,83.279999,82.510002,83.199997,82.051025,9844700
2023-11-09,83.660004,83.849998,82.139999,82.430000,81.291656,9638100
2023-11-10,82.760002,82.860001,81.779999,82.220001,81.084564,10351200
2023-11-13,82.260002,82.809998,81.599998,82.029999,80.897179,7740300
2023-11-14,82.180000,82.250000,80.610001,80.690002,79.575691,13128900
2023-11-15,80.510002,81.250000,79.779999,80.629997,79.516518,10757800
2023-11-16,80.470001,80.830002,79.930000,80.230003,79.705276,7578700
2023-11-17,80.639999,80.680000,79.419998,79.680000,79.158867,7343900
2023-11-20,79.559998,79.820000,78.989998,79.169998,78.652206,8359300
2023-11-21,78.930000,79.099998,78.110001,78.150002,77.638878,7125000
2023-11-22,78.010002,79.870003,78.000000,79.820000,79.297951,7024900
2023-11-24,79.820000,80.089996,79.430000,79.980003,79.456909,2346300
2023-11-27,79.760002,79.989998,79.129997,79.470001,78.950241,9378400
2023-11-28,79.989998,80.790001,79.570000,80.190002,79.665535,7094800
2023-11-29,80.220001,81.330002,80.120003,80.949997,80.420563,6852100
2023-11-30,81.139999,81.919998,81.050003,81.480003,80.947098,8366100
2023-12-01,81.480003,82.410004,81.370003,82.320000,81.781601,5486200
2023-12-04,82.070000,83.190002,81.940002,83.129997,82.586304,5525300
2023-12-05,82.930000,83.349998,82.660004,82.690002,82.149185,5945700
2023-12-06,82.620003,83.430000,82.330002,82.709999,82.169052,6125800
2023-12-07,83.000000,83.150002,81.430000,81.500000,80.966965,5443900
2023-12-08,81.690002,82.099998,81.160004,81.320000,80.788139,5533200
2023-12-11,81.330002,82.290001,81.330002,81.889999,81.354416,5897300
2023-12-12,81.209999,81.580002,80.910004,81.040001,80.509972,6811200
2023-12-13,81.190002,83.400002,80.519997,83.220001,82.675720,8057900
2023-12-14,83.870003,84.089996,81.410004,81.860001,81.324615,11124700
2023-12-15,81.739998,81.989998,79.669998,80.279999,79.754944,19011800
2023-12-18,80.360001,81.489998,80.360001,80.690002,80.162262,7701100
2023-12-19,80.919998,82.660004,80.919998,82.620003,82.079643,9912600
2023-12-20,82.199997,82.900002,81.559998,81.639999,81.106049,6961800
2023-12-21,82.040001,82.989998,81.370003,82.010002,81.473633,7732800
2023-12-22,82.089996,83.860001,82.040001,83.230003,82.685654,9768500
2023-12-26,83.150002,84.300003,83.080002,84.050003,83.500290,4442600
2023-12-27,83.900002,84.470001,83.699997,84.169998,83.619499,5440600
2023-12-28,84.169998,84.610001,84.089996,84.169998,83.619499,4622700
2023-12-29,84.209999,84.410004,83.779999,84.139999,83.589699,4624200
2024-01-02,84.050003,86.019997,83.959999,85.220001,84.662636,10455600
2024-01-03,85.480003,86.900002,85.349998,85.610001,85.050087,9957500
2024-01-04,85.989998,86.589996,85.339996,85.410004,84.851395,6656500
2024-01-05,85.760002,85.760002,84.860001,85.379997,84.821587,6796100
2024-01-08,84.910004,86.180000,84.720001,85.839996,85.278580,7625700
2024-01-09,85.760002,85.980003,84.970001,85.800003,85.238846,5400500
2024-01-10,85.800003,86.459999,85.660004,86.080002,85.517014,5706500
2024-01-11,85.910004,86.010002,84.730003,85.320000,84.761978,5860100
2024-01-12,86.559998,86.730003,85.989998,86.330002,85.765381,5269500
2024-01-16,86.110001,86.279999,85.040001,85.500000,84.940804,9568200
2024-01-17,85.430000,86.809998,84.919998,85.050003,84.493752,7669600
2024-01-18,85.050003,85.839996,84.800003,85.470001,84.911003,6594800
2024-01-19,85.589996,85.800003,84.430000,85.529999,84.970604,7501600
2024-01-22,85.809998,86.180000,85.010002,85.019997,84.463943,14052800
2024-01-23,88.230003,92.379997,87.959999,89.550003,88.964317,19434800
2024-01-24,89.629997,90.050003,88.699997,89.489998,88.904709,12872300
2024-01-25,90.250000,91.110001,89.580002,90.940002,90.345230,10584600
2024-01-26,90.690002,91.220001,90.139999,90.410004,89.818695,5987400
2024-01-29,90.440002,90.680000,89.699997,90.080002,89.490852,8488700
2024-01-30,90.160004,91.089996,90.059998,90.599998,90.007446,9073500
2024-01-31,90.860001,91.860001,90.690002,91.120003,90.524048,5560700
2024-02-01,91.699997,92.180000,90.760002,92.169998,91.567177,13827100
2024-02-02,92.239998,92.699997,91.449997,91.980003,91.378426,6065000
2024-02-05,91.260002,92.650002,90.889999,92.239998,91.636719,6764600
2024-02-06,91.449997,92.669998,91.190002,92.279999,91.676460,4718000
2024-02-07,92.580002,92.809998,91.820000,91.930000,91.328751,4625200
2024-02-08,91.849998,92.389999,90.930000,91.040001,90.444572,6197500
2024-02-09,91.129997,91.610001,90.330002,90.510002,89.918037,5948100
2024-02-12,90.510002,91.910004,90.230003,91.139999,90.543915,5483500
2024-02-13,91.199997,91.720001,89.860001,90.589996,89.997513,6039600
2024-02-14,90.959999,91.599998,90.860001,91.389999,90.792282,6677900
2024-02-15,91.410004,92.250000,91.300003,91.790001,91.189667,5267200
2024-02-16,91.349998,92.089996,90.949997,91.010002,90.414772,4949100
2024-02-20,91.500000,92.290001,90.580002,90.980003,90.384964,6023700
2024-02-21,90.970001,91.449997,90.010002,90.209999,89.619995,13187600
2024-02-22,89.720001,89.830002,88.900002,89.529999,89.529999,7600000
2024-02-23,89.500000,90.489998,89.290001,90.010002,90.010002,5810000
2024-02-26,90.059998,90.849998,89.930000,90.019997,90.019997,5293500
2024-02-27,90.029999,90.480003,89.449997,90.419998,90.419998,4853900
2024-02-28,90.410004,91.250000,89.540001,89.919998,89.919998,5626100
2024-02-29,90.410004,90.559998,89.250000,89.669998,89.669998,5874800
2024-03-01,89.720001,90.040001,88.949997,89.800003,89.800003,13566500
2024-03-04,90.089996,90.139999,89.139999,89.910004,89.910004,6926100
2024-03-05,89.709999,90.860001,89.599998,90.059998,90.059998,6747600
2024-03-06,89.860001,90.750000,89.739998,90.260002,90.260002,5563800
2024-03-07,90.529999,91.239998,90.029999,90.550003,90.550003,6778500
2024-03-08,90.279999,90.910004,90.139999,90.879997,90.879997,5726900
2024-03-11,90.190002,91.830002,90.190002,91.400002,91.400002,7273200
2024-03-12,90.870003,91.059998,89.440002,89.949997,89.949997,9439800
2024-03-13,90.070000,90.720001,89.820000,90.559998,90.559998,8664500
2024-03-14,92.059998,93.000000,91.480003,91.760002,91.760002,12161400
2024-03-15,91.050003,93.070000,91.050003,92.930000,92.930000,35742400
2024-03-18,92.839996,93.919998,92.349998,93.459999,93.459999,7075400
2024-03-19,94.449997,95.389999,94.029999,94.860001,94.860001,7998800
2024-03-20,95.000000,95.519997,94.339996,94.849998,94.849998,7854200
2024-03-21,95.000000,95.489998,94.080002,94.260002,94.260002,6477500
2024-03-22,94.190002,95.830002,94.190002,95.540001,95.540001,6800600
2024-03-25,95.709999,96.239998,95.269997,95.629997,95.629997,5229300
2024-03-26,95.629997,96.550003,95.580002,96.059998,96.059998,5474300
2024-03-27,96.430000,97.500000,96.330002,97.449997,97.449997,7267800
2024-03-28,97.690002,98.080002,97.470001,97.529999,97.529999,10701000
2024-04-01,97.459999,98.169998,97.139999,97.760002,97.760002,9504500
2024-04-02,97.760002,98.699997,97.580002,98.550003,98.550003,6759600
2024-04-03,97.269997,98.059998,97.029999,97.550003,97.550003,15885400
2024-04-04,98.279999,99.339996,97.900002,99.309998,99.309998,13373200
2024-04-05,99.449997,101.750000,99.449997,101.690002,101.690002,10213900
2024-04-08,101.690002,102.260002,101.269997,101.879997,101.879997,9901300
2024-04-09,101.070000,101.639999,100.290001,101.599998,101.599998,12904000
2024-04-10,100.919998,101.760002,100.230003,101.360001,101.360001,5532900
2024-04-11,101.349998,101.570000,99.790001,100.779999,100.779999,6786100
2024-04-12,101.720001,102.349998,99.470001,100.099998,100.099998,7324100
2024-04-15,101.559998,101.820000,99.900002,100.019997,100.019997,9636600
2024-04-16,100.250000,101.320000,100.230003,100.839996,100.839996,7088600
2024-04-17,101.260002,101.790001,100.150002,100.750000,100.750000,5377600
2024-04-18,100.519997,101.900002,100.510002,100.709999,100.709999,4238600
2024-04-19,101.529999,102.260002,101.029999,101.559998,101.559998,10328000
2024-04-22,102.000000,102.250000,101.370003,101.559998,101.559998,7594100
2024-04-23,101.000000,103.889999,99.879997,101.379997,101.379997,8568200
2024-04-24,101.720001,101.889999,100.010002,101.019997,101.019997,7722100
2024-04-25,100.900002,101.879997,100.589996,101.709999,101.709999,6186100
2024-04-26,101.540001,101.800003,100.290001,101.410004,101.410004,4427400
2024-04-29,101.849998,102.610001,101.650002,102.440002,102.440002,4469700
